state,district,month,bio_age_5_17,bio_age_17_,dataset
Meghalaya,South West Garo Hills,2025-01,1131,1833,biometric
Meghalaya,South West Garo Hills,2025-02,27,21,biometric
Meghalaya,South West Garo Hills,2025-03,48,36,biometric
Meghalaya,South West Garo Hills,2025-04,41,24,biometric
Meghalaya,South West Garo Hills,2025-05,51,27,biometric
Meghalaya,South West Garo Hills,2025-06,5,10,biometric
Meghalaya,South West Garo Hills,2025-07,7,4,biometric
Meghalaya,South West Garo Hills,2025-08,32,23,biometric
Meghalaya,South West Garo Hills,2025-09,25,19,biometric
Meghalaya,South West Garo Hills,2025-10,97,22,biometric
Meghalaya,South West Garo Hills,2025-11,55,33,biometric
Meghalaya,South West Garo Hills,2025-12,49,34,biometric
Meghalaya,South West Khasi Hills,2025-01,1028,1040,biometric
Meghalaya,South West Khasi Hills,2025-02,24,12,biometric
Meghalaya,South West Khasi Hills,2025-03,34,14,biometric
Meghalaya,South West Khasi Hills,2025-04,18,21,biometric
Meghalaya,South West Khasi Hills,2025-05,58,20,biometric
Meghalaya,South West Khasi Hills,2025-06,29,4,biometric
Meghalaya,South West Khasi Hills,2025-07,56,8,biometric
Meghalaya,South West Khasi Hills,2025-08,22,22,biometric
Meghalaya,South West Khasi Hills,2025-09,22,32,biometric
Meghalaya,South West Khasi Hills,2025-10,56,20,biometric
Meghalaya,South West Khasi Hills,2025-11,73,42,biometric
Meghalaya,South West Khasi Hills,2025-12,40,39,biometric
Meghalaya,West Garo Hills,2025-01,5899,21144,biometric
Meghalaya,West Garo Hills,2025-02,95,154,biometric
Meghalaya,West Garo Hills,2025-03,106,165,biometric
Meghalaya,West Garo Hills,2025-04,99,191,biometric
Meghalaya,West Garo Hills,2025-05,121,195,biometric
Meghalaya,West Garo Hills,2025-06,85,90,biometric
Meghalaya,West Garo Hills,2025-07,31,42,biometric
Meghalaya,West Garo Hills,2025-08,92,157,biometric
Meghalaya,West Garo Hills,2025-09,93,167,biometric
Meghalaya,West Garo Hills,2025-10,93,193,biometric
Meghalaya,West Garo Hills,2025-11,106,186,biometric
Meghalaya,West Garo Hills,2025-12,104,227,biometric
Meghalaya,West Jaintia Hills,2025-01,2429,1336,biometric
Meghalaya,West Jaintia Hills,2025-02,56,20,biometric
Meghalaya,West Jaintia Hills,2025-03,100,36,biometric
Meghalaya,West Jaintia Hills,2025-04,101,30,biometric
Meghalaya,West Jaintia Hills,2025-05,116,39,biometric
Meghalaya,West Jaintia Hills,2025-06,18,8,biometric
Meghalaya,West Jaintia Hills,2025-07,25,8,biometric
Meghalaya,West Jaintia Hills,2025-08,57,19,biometric
Meghalaya,West Jaintia Hills,2025-09,77,21,biometric
Meghalaya,West Jaintia Hills,2025-10,46,24,biometric
Meghalaya,West Jaintia Hills,2025-11,41,25,biometric
Meghalaya,West Jaintia Hills,2025-12,48,16,biometric
Meghalaya,West Khasi Hills,2025-01,2144,2029,biometric
Meghalaya,West Khasi Hills,2025-02,32,28,biometric
Meghalaya,West Khasi Hills,2025-03,47,27,biometric
Meghalaya,West Khasi Hills,2025-04,72,50,biometric
Meghalaya,West Khasi Hills,2025-05,143,42,biometric
Meghalaya,West Khasi Hills,2025-06,27,18,biometric
Meghalaya,West Khasi Hills,2025-07,74,20,biometric
Meghalaya,West Khasi Hills,2025-08,51,35,biometric
Meghalaya,West Khasi Hills,2025-09,42,24,biometric
Meghalaya,West Khasi Hills,2025-10,34,31,biometric
Meghalaya,West Khasi Hills,2025-11,80,41,biometric
Meghalaya,West Khasi Hills,2025-12,107,47,biometric
Mizoram,Aizawl,2025-01,20173,8680,biometric
Mizoram,Aizawl,2025-02,514,99,biometric
Mizoram,Aizawl,2025-03,337,108,biometric
Mizoram,Aizawl,2025-04,362,122,biometric
Mizoram,Aizawl,2025-05,193,86,biometric
Mizoram,Aizawl,2025-06,141,45,biometric
Mizoram,Aizawl,2025-07,71,42,biometric
Mizoram,Aizawl,2025-08,123,95,biometric
Mizoram,Aizawl,2025-09,158,94,biometric
Mizoram,Aizawl,2025-10,120,93,biometric
Mizoram,Aizawl,2025-11,146,93,biometric
Mizoram,Aizawl,2025-12,166,86,biometric
Mizoram,Champhai,2025-01,10398,3704,biometric
Mizoram,Champhai,2025-02,73,35,biometric
Mizoram,Champhai,2025-03,56,22,biometric
Mizoram,Champhai,2025-04,54,31,biometric
Mizoram,Champhai,2025-05,47,26,biometric
Mizoram,Champhai,2025-06,35,14,biometric
Mizoram,Champhai,2025-07,19,7,biometric
Mizoram,Champhai,2025-08,62,25,biometric
Mizoram,Champhai,2025-09,19,29,biometric
Mizoram,Champhai,2025-10,27,19,biometric
Mizoram,Champhai,2025-11,27,20,biometric
Mizoram,Champhai,2025-12,45,33,biometric
Mizoram,Hnahthial,2025-01,0,1,biometric
Mizoram,Hnahthial,2025-02,3,0,biometric
Mizoram,Hnahthial,2025-06,1,0,biometric
Mizoram,Hnahthial,2025-08,0,2,biometric
Mizoram,Hnahthial,2025-10,1,0,biometric
Mizoram,Khawzawl,2025-04,0,1,biometric
Mizoram,Kolasib,2025-01,6975,2515,biometric
Mizoram,Kolasib,2025-02,97,13,biometric
Mizoram,Kolasib,2025-03,48,17,biometric
Mizoram,Kolasib,2025-04,40,22,biometric
Mizoram,Kolasib,2025-05,23,13,biometric
Mizoram,Kolasib,2025-06,28,14,biometric
Mizoram,Kolasib,2025-07,17,4,biometric
Mizoram,Kolasib,2025-08,37,28,biometric
Mizoram,Kolasib,2025-09,47,12,biometric
Mizoram,Kolasib,2025-10,21,8,biometric
Mizoram,Kolasib,2025-11,27,17,biometric
Mizoram,Kolasib,2025-12,33,19,biometric
Mizoram,Lawngtlai,2025-01,6777,3460,biometric
Mizoram,Lawngtlai,2025-02,111,23,biometric
Mizoram,Lawngtlai,2025-03,71,38,biometric
Mizoram,Lawngtlai,2025-04,61,19,biometric
Mizoram,Lawngtlai,2025-05,60,18,biometric
Mizoram,Lawngtlai,2025-06,103,40,biometric
Mizoram,Lawngtlai,2025-07,19,21,biometric
Mizoram,Lawngtlai,2025-08,44,40,biometric
Mizoram,Lawngtlai,2025-09,106,34,biometric
Mizoram,Lawngtlai,2025-10,85,38,biometric
Mizoram,Lawngtlai,2025-11,112,48,biometric
Mizoram,Lawngtlai,2025-12,134,60,biometric
Mizoram,Lunglei,2025-01,9337,4384,biometric
Mizoram,Lunglei,2025-02,33,20,biometric
Mizoram,Lunglei,2025-03,36,28,biometric
Mizoram,Lunglei,2025-04,39,39,biometric
Mizoram,Lunglei,2025-05,19,12,biometric
Mizoram,Lunglei,2025-06,11,13,biometric
Mizoram,Lunglei,2025-07,14,13,biometric
Mizoram,Lunglei,2025-08,26,28,biometric
Mizoram,Lunglei,2025-09,20,19,biometric
Mizoram,Lunglei,2025-10,31,27,biometric
Mizoram,Lunglei,2025-11,23,37,biometric
Mizoram,Lunglei,2025-12,57,36,biometric
Mizoram,Mamit,2025-01,7879,1575,biometric
Mizoram,Mamit,2025-02,28,16,biometric
Mizoram,Mamit,2025-03,59,18,biometric
Mizoram,Mamit,2025-04,69,16,biometric
Mizoram,Mamit,2025-05,26,4,biometric
Mizoram,Mamit,2025-06,18,6,biometric
Mizoram,Mamit,2025-07,11,7,biometric
Mizoram,Mamit,2025-08,37,17,biometric
Mizoram,Mamit,2025-09,21,8,biometric
Mizoram,Mamit,2025-10,22,8,biometric
Mizoram,Mamit,2025-11,18,18,biometric
Mizoram,Mamit,2025-12,21,5,biometric
Mizoram,Mammit,2025-01,1532,931,biometric
Mizoram,Mammit,2025-02,8,4,biometric
Mizoram,Mammit,2025-03,3,8,biometric
Mizoram,Mammit,2025-04,17,3,biometric
Mizoram,Mammit,2025-05,10,4,biometric
Mizoram,Mammit,2025-06,9,1,biometric
Mizoram,Mammit,2025-07,1,4,biometric
Mizoram,Mammit,2025-08,7,5,biometric
Mizoram,Mammit,2025-09,7,3,biometric
Mizoram,Mammit,2025-10,6,5,biometric
Mizoram,Mammit,2025-11,3,9,biometric
Mizoram,Mammit,2025-12,5,9,biometric
Mizoram,Saiha,2025-01,3892,973,biometric
Mizoram,Saiha,2025-02,13,16,biometric
Mizoram,Saiha,2025-03,31,13,biometric
Mizoram,Saiha,2025-04,26,17,biometric
Mizoram,Saiha,2025-05,12,13,biometric
Mizoram,Saiha,2025-06,12,4,biometric
Mizoram,Saiha,2025-07,9,7,biometric
Mizoram,Saiha,2025-08,32,10,biometric
Mizoram,Saiha,2025-09,52,11,biometric
Mizoram,Saiha,2025-10,16,8,biometric
Mizoram,Saiha,2025-11,20,7,biometric
Mizoram,Saiha,2025-12,20,9,biometric
Mizoram,Saitual,2025-01,24,29,biometric
Mizoram,Saitual,2025-02,1,1,biometric
Mizoram,Saitual,2025-03,0,1,biometric
Mizoram,Saitual,2025-04,1,1,biometric
Mizoram,Saitual,2025-05,2,1,biometric
Mizoram,Saitual,2025-06,0,1,biometric
Mizoram,Saitual,2025-08,2,0,biometric
Mizoram,Saitual,2025-09,0,1,biometric
Mizoram,Saitual,2025-12,1,0,biometric
Mizoram,Serchhip,2025-01,4308,2096,biometric
Mizoram,Serchhip,2025-02,35,63,biometric
Mizoram,Serchhip,2025-03,26,35,biometric
Mizoram,Serchhip,2025-04,66,61,biometric
Mizoram,Serchhip,2025-05,6,30,biometric
Mizoram,Serchhip,2025-06,10,19,biometric
Mizoram,Serchhip,2025-07,27,10,biometric
Mizoram,Serchhip,2025-08,31,17,biometric
Mizoram,Serchhip,2025-09,20,25,biometric
Mizoram,Serchhip,2025-10,15,15,biometric
Mizoram,Serchhip,2025-11,21,15,biometric
Mizoram,Serchhip,2025-12,14,14,biometric
Nagaland,Chumukedima,2025-01,137,337,biometric
Nagaland,Chumukedima,2025-02,7,2,biometric
Nagaland,Chumukedima,2025-03,12,4,biometric
Nagaland,Chumukedima,2025-04,6,4,biometric
Nagaland,Chumukedima,2025-05,8,9,biometric
Nagaland,Chumukedima,2025-06,5,3,biometric
Nagaland,Chumukedima,2025-07,4,2,biometric
Nagaland,Chumukedima,2025-08,7,3,biometric
Nagaland,Chumukedima,2025-09,7,0,biometric
Nagaland,Chumukedima,2025-10,8,4,biometric
Nagaland,Chumukedima,2025-11,3,4,biometric
Nagaland,Chumukedima,2025-12,2,5,biometric
Nagaland,Dimapur,2025-01,3914,10861,biometric
Nagaland,Dimapur,2025-02,290,187,biometric
Nagaland,Dimapur,2025-03,367,276,biometric
Nagaland,Dimapur,2025-04,161,131,biometric
Nagaland,Dimapur,2025-05,306,203,biometric
Nagaland,Dimapur,2025-06,378,211,biometric
Nagaland,Dimapur,2025-07,173,83,biometric
Nagaland,Dimapur,2025-08,458,216,biometric
Nagaland,Dimapur,2025-09,293,203,biometric
Nagaland,Dimapur,2025-10,195,227,biometric
Nagaland,Dimapur,2025-11,253,266,biometric
Nagaland,Dimapur,2025-12,255,301,biometric
Nagaland,Kiphire,2025-01,857,2050,biometric
Nagaland,Kiphire,2025-02,14,22,biometric
Nagaland,Kiphire,2025-03,20,32,biometric
Nagaland,Kiphire,2025-04,21,10,biometric
Nagaland,Kiphire,2025-05,17,27,biometric
Nagaland,Kiphire,2025-06,22,15,biometric
Nagaland,Kiphire,2025-07,5,15,biometric
Nagaland,Kiphire,2025-08,23,36,biometric
Nagaland,Kiphire,2025-09,18,24,biometric
Nagaland,Kiphire,2025-10,8,34,biometric
Nagaland,Kiphire,2025-11,20,37,biometric
Nagaland,Kiphire,2025-12,13,30,biometric
Nagaland,Kohima,2025-01,1544,7767,biometric
Nagaland,Kohima,2025-02,35,119,biometric
Nagaland,Kohima,2025-03,47,118,biometric
Nagaland,Kohima,2025-04,55,86,biometric
Nagaland,Kohima,2025-05,65,129,biometric
Nagaland,Kohima,2025-06,40,65,biometric
Nagaland,Kohima,2025-07,12,63,biometric
Nagaland,Kohima,2025-08,36,139,biometric
Nagaland,Kohima,2025-09,38,120,biometric
Nagaland,Kohima,2025-10,49,147,biometric
Nagaland,Kohima,2025-11,172,140,biometric
Nagaland,Kohima,2025-12,126,195,biometric
Nagaland,Longleng,2025-01,429,1665,biometric
Nagaland,Longleng,2025-02,9,23,biometric
Nagaland,Longleng,2025-03,9,12,biometric
Nagaland,Longleng,2025-04,2,6,biometric
Nagaland,Longleng,2025-05,15,17,biometric
Nagaland,Longleng,2025-06,10,11,biometric
Nagaland,Longleng,2025-07,1,10,biometric
Nagaland,Longleng,2025-08,13,21,biometric
Nagaland,Longleng,2025-09,9,13,biometric
Nagaland,Longleng,2025-10,5,19,biometric
Nagaland,Longleng,2025-11,6,9,biometric
Nagaland,Longleng,2025-12,7,22,biometric
Nagaland,Meluri,2025-01,4,20,biometric
Nagaland,Meluri,2025-02,2,7,biometric
Nagaland,Meluri,2025-03,5,16,biometric
Nagaland,Meluri,2025-04,3,12,biometric
Nagaland,Meluri,2025-05,4,21,biometric
Nagaland,Meluri,2025-06,2,33,biometric
Nagaland,Meluri,2025-07,8,47,biometric
Nagaland,Meluri,2025-08,10,77,biometric
Nagaland,Meluri,2025-09,7,59,biometric
Nagaland,Meluri,2025-10,15,52,biometric
Nagaland,Meluri,2025-11,40,74,biometric
Nagaland,Meluri,2025-12,12,49,biometric
Nagaland,Mokokchung,2025-01,956,4393,biometric
Nagaland,Mokokchung,2025-02,36,93,biometric
Nagaland,Mokokchung,2025-03,50,88,biometric
Nagaland,Mokokchung,2025-04,27,55,biometric
Nagaland,Mokokchung,2025-05,20,38,biometric
Nagaland,Mokokchung,2025-06,40,64,biometric
Nagaland,Mokokchung,2025-07,28,29,biometric
Nagaland,Mokokchung,2025-08,43,53,biometric
Nagaland,Mokokchung,2025-09,39,99,biometric
Nagaland,Mokokchung,2025-10,30,69,biometric
Nagaland,Mokokchung,2025-11,42,75,biometric
Nagaland,Mokokchung,2025-12,28,117,biometric
Nagaland,Mon,2025-01,2481,6235,biometric
Nagaland,Mon,2025-02,57,122,biometric
Nagaland,Mon,2025-03,32,111,biometric
Nagaland,Mon,2025-04,44,51,biometric
Nagaland,Mon,2025-05,99,69,biometric
Nagaland,Mon,2025-06,92,83,biometric
Nagaland,Mon,2025-07,201,69,biometric
Nagaland,Mon,2025-08,244,122,biometric
Nagaland,Mon,2025-09,102,105,biometric
Nagaland,Mon,2025-10,82,95,biometric
Nagaland,Mon,2025-11,151,114,biometric
Nagaland,Mon,2025-12,127,128,biometric
Nagaland,Niuland,2025-01,53,141,biometric
Nagaland,Niuland,2025-02,5,1,biometric
Nagaland,Niuland,2025-03,1,2,biometric
Nagaland,Niuland,2025-04,1,2,biometric
Nagaland,Niuland,2025-05,0,1,biometric
Nagaland,Niuland,2025-06,7,0,biometric
Nagaland,Niuland,2025-07,4,1,biometric
Nagaland,Niuland,2025-08,2,0,biometric
Nagaland,Niuland,2025-09,5,1,biometric
Nagaland,Niuland,2025-10,1,0,biometric
Nagaland,Niuland,2025-11,1,1,biometric
Nagaland,Niuland,2025-12,0,1,biometric
Nagaland,Noklak,2025-01,129,374,biometric
Nagaland,Noklak,2025-02,4,5,biometric
Nagaland,Noklak,2025-03,3,7,biometric
Nagaland,Noklak,2025-04,3,7,biometric
Nagaland,Noklak,2025-05,4,7,biometric
Nagaland,Noklak,2025-06,8,2,biometric
Nagaland,Noklak,2025-07,2,6,biometric
Nagaland,Noklak,2025-08,1,5,biometric
Nagaland,Noklak,2025-09,2,7,biometric
Nagaland,Noklak,2025-10,0,4,biometric
Nagaland,Noklak,2025-11,2,6,biometric
Nagaland,Noklak,2025-12,3,2,biometric
Nagaland,Peren,2025-01,1011,2080,biometric
Nagaland,Peren,2025-02,53,29,biometric
Nagaland,Peren,2025-03,40,30,biometric
Nagaland,Peren,2025-04,29,22,biometric
Nagaland,Peren,2025-05,30,21,biometric
Nagaland,Peren,2025-06,15,23,biometric
Nagaland,Peren,2025-07,12,7,biometric
Nagaland,Peren,2025-08,37,27,biometric
Nagaland,Peren,2025-09,16,16,biometric
Nagaland,Peren,2025-10,16,24,biometric
Nagaland,Peren,2025-11,36,35,biometric
Nagaland,Peren,2025-12,15,46,biometric
Nagaland,Phek,2025-01,761,5556,biometric
Nagaland,Phek,2025-02,25,48,biometric
Nagaland,Phek,2025-03,22,62,biometric
Nagaland,Phek,2025-04,24,59,biometric
Nagaland,Phek,2025-05,22,69,biometric
Nagaland,Phek,2025-06,31,83,biometric
Nagaland,Phek,2025-07,10,27,biometric
Nagaland,Phek,2025-08,24,101,biometric
Nagaland,Phek,2025-09,30,72,biometric
Nagaland,Phek,2025-10,19,44,biometric
Nagaland,Phek,2025-11,30,72,biometric
Nagaland,Phek,2025-12,42,92,biometric
Nagaland,Shamator,2025-01,18,52,biometric
Nagaland,Shamator,2025-02,0,1,biometric
Nagaland,Shamator,2025-03,0,8,biometric
Nagaland,Shamator,2025-04,1,3,biometric
Nagaland,Shamator,2025-05,0,3,biometric
Nagaland,Shamator,2025-06,1,3,biometric
Nagaland,Shamator,2025-07,0,1,biometric
Nagaland,Shamator,2025-08,0,4,biometric
Nagaland,Shamator,2025-09,0,6,biometric
Nagaland,Shamator,2025-10,0,6,biometric
Nagaland,Shamator,2025-11,1,0,biometric
Nagaland,Shamator,2025-12,5,1,biometric
Nagaland,Tseminyu,2025-01,32,102,biometric
Nagaland,Tseminyu,2025-03,1,3,biometric
Nagaland,Tseminyu,2025-04,2,0,biometric
Nagaland,Tseminyu,2025-05,1,2,biometric
Nagaland,Tseminyu,2025-06,1,0,biometric
Nagaland,Tseminyu,2025-08,2,1,biometric
Nagaland,Tseminyu,2025-09,0,1,biometric
Nagaland,Tseminyu,2025-11,0,1,biometric
Nagaland,Tseminyu,2025-12,1,2,biometric
Nagaland,Tuensang,2025-01,1419,5038,biometric
Nagaland,Tuensang,2025-02,26,49,biometric
Nagaland,Tuensang,2025-03,49,68,biometric
Nagaland,Tuensang,2025-04,26,61,biometric
Nagaland,Tuensang,2025-05,42,65,biometric
Nagaland,Tuensang,2025-06,40,72,biometric
Nagaland,Tuensang,2025-07,31,58,biometric
Nagaland,Tuensang,2025-08,49,134,biometric
Nagaland,Tuensang,2025-09,29,151,biometric
Nagaland,Tuensang,2025-10,40,104,biometric
Nagaland,Tuensang,2025-11,40,72,biometric
Nagaland,Tuensang,2025-12,29,117,biometric
Nagaland,Wokha,2025-01,1146,3964,biometric
Nagaland,Wokha,2025-02,29,41,biometric
Nagaland,Wokha,2025-03,45,44,biometric
Nagaland,Wokha,2025-04,21,35,biometric
Nagaland,Wokha,2025-05,21,38,biometric
Nagaland,Wokha,2025-06,21,22,biometric
Nagaland,Wokha,2025-07,4,26,biometric
Nagaland,Wokha,2025-08,25,62,biometric
Nagaland,Wokha,2025-09,52,54,biometric
Nagaland,Wokha,2025-10,18,51,biometric
Nagaland,Wokha,2025-11,31,47,biometric
Nagaland,Wokha,2025-12,25,54,biometric
Nagaland,Zunheboto,2025-01,687,4889,biometric
Nagaland,Zunheboto,2025-02,18,55,biometric
Nagaland,Zunheboto,2025-03,28,93,biometric
Nagaland,Zunheboto,2025-04,25,77,biometric
Nagaland,Zunheboto,2025-05,23,40,biometric
Nagaland,Zunheboto,2025-06,46,62,biometric
Nagaland,Zunheboto,2025-07,6,40,biometric
Nagaland,Zunheboto,2025-08,40,86,biometric
Nagaland,Zunheboto,2025-09,40,53,biometric
Nagaland,Zunheboto,2025-10,33,63,biometric
Nagaland,Zunheboto,2025-11,18,72,biometric
Nagaland,Zunheboto,2025-12,34,82,biometric
Odisha,Angul,2025-01,17730,21772,biometric
Odisha,Angul,2025-02,547,350,biometric
Odisha,Angul,2025-03,573,470,biometric
Odisha,Angul,2025-04,326,294,biometric
Odisha,Angul,2025-05,444,365,biometric
Odisha,Angul,2025-06,462,337,biometric
Odisha,Angul,2025-07,254,197,biometric
Odisha,Angul,2025-08,731,543,biometric
Odisha,Angul,2025-09,446,387,biometric
Odisha,Angul,2025-10,589,450,biometric
Odisha,Angul,2025-11,468,418,biometric
Odisha,Angul,2025-12,661,470,biometric
Odisha,Anugal,2025-01,0,1,biometric
Odisha,Anugul,2025-01,185,541,biometric
Odisha,Anugul,2025-02,7,23,biometric
Odisha,Anugul,2025-03,13,49,biometric
Odisha,Anugul,2025-04,3,27,biometric
Odisha,Anugul,2025-05,8,24,biometric
Odisha,Anugul,2025-06,11,22,biometric
Odisha,Anugul,2025-07,4,17,biometric
Odisha,Anugul,2025-08,22,43,biometric
Odisha,Anugul,2025-09,9,30,biometric
Odisha,Anugul,2025-10,14,52,biometric
Odisha,Anugul,2025-11,8,32,biometric
Odisha,Anugul,2025-12,22,53,biometric
Odisha,Balangir,2025-01,28061,30158,biometric
Odisha,Balangir,2025-02,699,482,biometric
Odisha,Balangir,2025-03,667,515,biometric
Odisha,Balangir,2025-04,633,484,biometric
Odisha,Balangir,2025-05,591,459,biometric
Odisha,Balangir,2025-06,624,471,biometric
Odisha,Balangir,2025-07,581,240,biometric
Odisha,Balangir,2025-08,954,633,biometric
Odisha,Balangir,2025-09,504,415,biometric
Odisha,Balangir,2025-10,743,551,biometric
Odisha,Balangir,2025-11,664,501,biometric
Odisha,Balangir,2025-12,930,543,biometric
Odisha,Baleshwar,2025-01,2964,8905,biometric
Odisha,Baleshwar,2025-02,126,254,biometric
Odisha,Baleshwar,2025-03,106,257,biometric
Odisha,Baleshwar,2025-04,91,280,biometric
Odisha,Baleshwar,2025-05,64,242,biometric
Odisha,Baleshwar,2025-06,100,238,biometric
Odisha,Baleshwar,2025-07,60,160,biometric
Odisha,Baleshwar,2025-08,136,328,biometric
Odisha,Baleshwar,2025-09,91,224,biometric
Odisha,Baleshwar,2025-10,74,251,biometric
Odisha,Baleshwar,2025-11,85,259,biometric
Odisha,Baleshwar,2025-12,116,256,biometric
Odisha,Baleswar,2025-01,30815,31359,biometric
Odisha,Baleswar,2025-02,1250,518,biometric
Odisha,Baleswar,2025-03,1131,476,biometric
Odisha,Baleswar,2025-04,1089,552,biometric
Odisha,Baleswar,2025-05,762,472,biometric
Odisha,Baleswar,2025-06,1008,529,biometric
Odisha,Baleswar,2025-07,865,284,biometric
Odisha,Baleswar,2025-08,1445,647,biometric
Odisha,Baleswar,2025-09,864,444,biometric
Odisha,Baleswar,2025-10,1124,543,biometric
Odisha,Baleswar,2025-11,1021,534,biometric
Odisha,Baleswar,2025-12,1284,553,biometric
Odisha,Bargarh,2025-01,22257,26811,biometric
Odisha,Bargarh,2025-02,756,451,biometric
Odisha,Bargarh,2025-03,874,477,biometric
Odisha,Bargarh,2025-04,583,408,biometric
Odisha,Bargarh,2025-05,408,333,biometric
Odisha,Bargarh,2025-06,719,442,biometric
Odisha,Bargarh,2025-07,517,215,biometric
Odisha,Bargarh,2025-08,1077,655,biometric
Odisha,Bargarh,2025-09,590,440,biometric
Odisha,Bargarh,2025-10,762,529,biometric
Odisha,Bargarh,2025-11,727,465,biometric
Odisha,Bargarh,2025-12,902,654,biometric
Odisha,Baudh,2025-01,400,2646,biometric
Odisha,Baudh,2025-02,16,54,biometric
Odisha,Baudh,2025-03,25,64,biometric
Odisha,Baudh,2025-04,18,54,biometric
Odisha,Baudh,2025-05,12,27,biometric
Odisha,Baudh,2025-06,16,31,biometric
Odisha,Baudh,2025-07,11,18,biometric
Odisha,Baudh,2025-08,25,61,biometric
Odisha,Baudh,2025-09,15,55,biometric
Odisha,Baudh,2025-10,33,51,biometric
Odisha,Baudh,2025-11,23,42,biometric
Odisha,Baudh,2025-12,48,51,biometric
Odisha,Bhadrak,2025-01,30870,28680,biometric
Odisha,Bhadrak,2025-02,960,475,biometric
Odisha,Bhadrak,2025-03,784,455,biometric
Odisha,Bhadrak,2025-04,916,626,biometric
Odisha,Bhadrak,2025-05,643,403,biometric
Odisha,Bhadrak,2025-06,747,527,biometric
Odisha,Bhadrak,2025-07,535,252,biometric
Odisha,Bhadrak,2025-08,1127,598,biometric
Odisha,Bhadrak,2025-09,744,421,biometric
Odisha,Bhadrak,2025-10,867,469,biometric
Odisha,Bhadrak,2025-11,816,488,biometric
Odisha,Bhadrak,2025-12,1006,534,biometric
Odisha,Boudh,2025-01,5857,8218,biometric
Odisha,Boudh,2025-02,218,128,biometric
Odisha,Boudh,2025-03,217,168,biometric
Odisha,Boudh,2025-04,202,132,biometric
Odisha,Boudh,2025-05,159,100,biometric
Odisha,Boudh,2025-06,233,141,biometric
Odisha,Boudh,2025-07,141,68,biometric
Odisha,Boudh,2025-08,388,198,biometric
Odisha,Boudh,2025-09,155,83,biometric
Odisha,Boudh,2025-10,310,164,biometric
