state,district,month,demo_age_5_17,demo_age_17_
Madhya Pradesh,Guna,2025-03,97,563
Madhya Pradesh,Guna,2025-04,82,688
Madhya Pradesh,Guna,2025-05,50,348
Madhya Pradesh,Guna,2025-06,70,478
Madhya Pradesh,Guna,2025-07,56,419
Madhya Pradesh,Guna,2025-08,102,804
Madhya Pradesh,Guna,2025-09,71,619
Madhya Pradesh,Guna,2025-10,88,707
Madhya Pradesh,Guna,2025-11,77,601
Madhya Pradesh,Guna,2025-12,79,888
Madhya Pradesh,Gwalior,2025-01,3982,25790
Madhya Pradesh,Gwalior,2025-02,127,674
Madhya Pradesh,Gwalior,2025-03,226,1247
Madhya Pradesh,Gwalior,2025-04,244,1315
Madhya Pradesh,Gwalior,2025-05,105,627
Madhya Pradesh,Gwalior,2025-06,242,1098
Madhya Pradesh,Gwalior,2025-07,124,740
Madhya Pradesh,Gwalior,2025-08,237,1125
Madhya Pradesh,Gwalior,2025-09,169,945
Madhya Pradesh,Gwalior,2025-10,203,1164
Madhya Pradesh,Gwalior,2025-11,215,1292
Madhya Pradesh,Gwalior,2025-12,241,1364
Madhya Pradesh,Harda,2025-01,585,3016
Madhya Pradesh,Harda,2025-02,16,105
Madhya Pradesh,Harda,2025-03,23,152
Madhya Pradesh,Harda,2025-04,7,97
Madhya Pradesh,Harda,2025-05,4,40
Madhya Pradesh,Harda,2025-06,19,98
Madhya Pradesh,Harda,2025-07,12,54
Madhya Pradesh,Harda,2025-08,26,148
Madhya Pradesh,Harda,2025-09,6,52
Madhya Pradesh,Harda,2025-10,24,108
Madhya Pradesh,Harda,2025-11,23,133
Madhya Pradesh,Harda,2025-12,23,146
Madhya Pradesh,Harda *,2025-01,40,380
Madhya Pradesh,Harda *,2025-02,3,38
Madhya Pradesh,Harda *,2025-03,7,49
Madhya Pradesh,Harda *,2025-04,2,45
Madhya Pradesh,Harda *,2025-05,2,8
Madhya Pradesh,Harda *,2025-06,2,28
Madhya Pradesh,Harda *,2025-07,4,24
Madhya Pradesh,Harda *,2025-08,2,56
Madhya Pradesh,Harda *,2025-09,3,28
Madhya Pradesh,Harda *,2025-10,2,48
Madhya Pradesh,Harda *,2025-11,3,42
Madhya Pradesh,Harda *,2025-12,6,50
Madhya Pradesh,Hoshangabad,2025-01,449,2337
Madhya Pradesh,Hoshangabad,2025-02,31,184
Madhya Pradesh,Hoshangabad,2025-03,63,229
Madhya Pradesh,Hoshangabad,2025-04,51,267
Madhya Pradesh,Hoshangabad,2025-05,37,131
Madhya Pradesh,Hoshangabad,2025-06,55,209
Madhya Pradesh,Hoshangabad,2025-07,31,137
Madhya Pradesh,Hoshangabad,2025-08,72,272
Madhya Pradesh,Hoshangabad,2025-09,50,203
Madhya Pradesh,Hoshangabad,2025-10,53,284
Madhya Pradesh,Hoshangabad,2025-11,84,362
Madhya Pradesh,Hoshangabad,2025-12,47,321
Madhya Pradesh,Indore,2025-01,9464,64461
Madhya Pradesh,Indore,2025-02,215,1714
Madhya Pradesh,Indore,2025-03,319,2402
Madhya Pradesh,Indore,2025-04,239,1776
Madhya Pradesh,Indore,2025-05,151,1214
Madhya Pradesh,Indore,2025-06,255,1743
Madhya Pradesh,Indore,2025-07,217,1545
Madhya Pradesh,Indore,2025-08,301,2337
Madhya Pradesh,Indore,2025-09,228,1508
Madhya Pradesh,Indore,2025-10,254,1976
Madhya Pradesh,Indore,2025-11,338,2161
Madhya Pradesh,Indore,2025-12,359,2313
Madhya Pradesh,Jabalpur,2025-01,3663,32279
Madhya Pradesh,Jabalpur,2025-02,107,1005
Madhya Pradesh,Jabalpur,2025-03,245,1718
Madhya Pradesh,Jabalpur,2025-04,180,1500
Madhya Pradesh,Jabalpur,2025-05,81,570
Madhya Pradesh,Jabalpur,2025-06,174,1168
Madhya Pradesh,Jabalpur,2025-07,117,805
Madhya Pradesh,Jabalpur,2025-08,172,1507
Madhya Pradesh,Jabalpur,2025-09,130,988
Madhya Pradesh,Jabalpur,2025-10,159,1301
Madhya Pradesh,Jabalpur,2025-11,170,1333
Madhya Pradesh,Jabalpur,2025-12,167,1785
Madhya Pradesh,Jhabua,2025-01,960,11731
Madhya Pradesh,Jhabua,2025-02,83,610
Madhya Pradesh,Jhabua,2025-03,139,975
Madhya Pradesh,Jhabua,2025-04,70,647
Madhya Pradesh,Jhabua,2025-05,25,340
Madhya Pradesh,Jhabua,2025-06,106,876
Madhya Pradesh,Jhabua,2025-07,73,540
Madhya Pradesh,Jhabua,2025-08,94,820
Madhya Pradesh,Jhabua,2025-09,133,940
Madhya Pradesh,Jhabua,2025-10,95,940
Madhya Pradesh,Jhabua,2025-11,134,1016
Madhya Pradesh,Jhabua,2025-12,107,953
Madhya Pradesh,Katni,2025-01,2415,17425
Madhya Pradesh,Katni,2025-02,91,424
Madhya Pradesh,Katni,2025-03,201,662
Madhya Pradesh,Katni,2025-04,193,816
Madhya Pradesh,Katni,2025-05,84,385
Madhya Pradesh,Katni,2025-06,190,671
Madhya Pradesh,Katni,2025-07,161,447
Madhya Pradesh,Katni,2025-08,190,774
Madhya Pradesh,Katni,2025-09,188,829
Madhya Pradesh,Katni,2025-10,167,809
Madhya Pradesh,Katni,2025-11,209,933
Madhya Pradesh,Katni,2025-12,221,1027
Madhya Pradesh,Khandwa,2025-01,1805,4365
Madhya Pradesh,Khandwa,2025-02,44,203
Madhya Pradesh,Khandwa,2025-03,50,311
Madhya Pradesh,Khandwa,2025-04,44,172
Madhya Pradesh,Khandwa,2025-05,21,108
Madhya Pradesh,Khandwa,2025-06,56,207
Madhya Pradesh,Khandwa,2025-07,26,136
Madhya Pradesh,Khandwa,2025-08,56,232
Madhya Pradesh,Khandwa,2025-09,50,214
Madhya Pradesh,Khandwa,2025-10,50,260
Madhya Pradesh,Khandwa,2025-11,44,265
Madhya Pradesh,Khandwa,2025-12,41,267
Madhya Pradesh,Khargone,2025-01,2093,12078
Madhya Pradesh,Khargone,2025-02,55,438
Madhya Pradesh,Khargone,2025-03,117,718
Madhya Pradesh,Khargone,2025-04,113,652
Madhya Pradesh,Khargone,2025-05,49,394
Madhya Pradesh,Khargone,2025-06,83,503
Madhya Pradesh,Khargone,2025-07,69,376
Madhya Pradesh,Khargone,2025-08,119,785
Madhya Pradesh,Khargone,2025-09,78,636
Madhya Pradesh,Khargone,2025-10,83,591
Madhya Pradesh,Khargone,2025-11,83,749
Madhya Pradesh,Khargone,2025-12,86,766
Madhya Pradesh,Maihar,2025-01,61,720
Madhya Pradesh,Maihar,2025-02,2,82
Madhya Pradesh,Maihar,2025-03,9,134
Madhya Pradesh,Maihar,2025-04,2,68
Madhya Pradesh,Maihar,2025-05,3,50
Madhya Pradesh,Maihar,2025-06,5,108
Madhya Pradesh,Maihar,2025-07,2,85
Madhya Pradesh,Maihar,2025-08,6,108
Madhya Pradesh,Maihar,2025-09,5,79
Madhya Pradesh,Maihar,2025-10,2,123
Madhya Pradesh,Maihar,2025-11,3,90
Madhya Pradesh,Maihar,2025-12,8,117
Madhya Pradesh,Mandla,2025-01,5648,21441
Madhya Pradesh,Mandla,2025-02,50,495
Madhya Pradesh,Mandla,2025-03,106,659
Madhya Pradesh,Mandla,2025-04,76,574
Madhya Pradesh,Mandla,2025-05,44,285
Madhya Pradesh,Mandla,2025-06,97,552
Madhya Pradesh,Mandla,2025-07,55,310
Madhya Pradesh,Mandla,2025-08,97,675
Madhya Pradesh,Mandla,2025-09,65,447
Madhya Pradesh,Mandla,2025-10,81,671
Madhya Pradesh,Mandla,2025-11,75,664
Madhya Pradesh,Mandla,2025-12,94,658
Madhya Pradesh,Mandsaur,2025-01,4546,16997
Madhya Pradesh,Mandsaur,2025-02,59,487
Madhya Pradesh,Mandsaur,2025-03,125,699
Madhya Pradesh,Mandsaur,2025-04,87,650
Madhya Pradesh,Mandsaur,2025-05,48,339
Madhya Pradesh,Mandsaur,2025-06,120,535
Madhya Pradesh,Mandsaur,2025-07,57,401
Madhya Pradesh,Mandsaur,2025-08,118,746
Madhya Pradesh,Mandsaur,2025-09,102,463
Madhya Pradesh,Mandsaur,2025-10,115,690
Madhya Pradesh,Mandsaur,2025-11,105,672
Madhya Pradesh,Mandsaur,2025-12,133,757
Madhya Pradesh,Mauganj,2025-01,31,621
Madhya Pradesh,Mauganj,2025-02,2,61
Madhya Pradesh,Mauganj,2025-03,6,191
Madhya Pradesh,Mauganj,2025-04,7,78
Madhya Pradesh,Mauganj,2025-05,4,86
Madhya Pradesh,Mauganj,2025-06,6,120
Madhya Pradesh,Mauganj,2025-07,2,66
Madhya Pradesh,Mauganj,2025-08,1,84
Madhya Pradesh,Mauganj,2025-09,6,101
Madhya Pradesh,Mauganj,2025-10,6,109
Madhya Pradesh,Mauganj,2025-11,0,117
Madhya Pradesh,Mauganj,2025-12,7,129
Madhya Pradesh,Morena,2025-01,5514,37312
Madhya Pradesh,Morena,2025-02,115,740
Madhya Pradesh,Morena,2025-03,292,1297
Madhya Pradesh,Morena,2025-04,223,1446
Madhya Pradesh,Morena,2025-05,98,470
Madhya Pradesh,Morena,2025-06,223,1074
Madhya Pradesh,Morena,2025-07,140,717
Madhya Pradesh,Morena,2025-08,210,1112
Madhya Pradesh,Morena,2025-09,172,1028
Madhya Pradesh,Morena,2025-10,191,1165
Madhya Pradesh,Morena,2025-11,225,1307
Madhya Pradesh,Morena,2025-12,207,1335
Madhya Pradesh,Narmadapuram,2025-01,167,1131
Madhya Pradesh,Narmadapuram,2025-02,10,101
Madhya Pradesh,Narmadapuram,2025-03,8,146
Madhya Pradesh,Narmadapuram,2025-04,10,101
Madhya Pradesh,Narmadapuram,2025-05,1,78
Madhya Pradesh,Narmadapuram,2025-06,8,99
Madhya Pradesh,Narmadapuram,2025-07,7,111
Madhya Pradesh,Narmadapuram,2025-08,7,85
Madhya Pradesh,Narmadapuram,2025-09,12,108
Madhya Pradesh,Narmadapuram,2025-10,9,114
Madhya Pradesh,Narmadapuram,2025-11,7,155
Madhya Pradesh,Narmadapuram,2025-12,8,147
Madhya Pradesh,Narsimhapur,2025-01,37,613
Madhya Pradesh,Narsimhapur,2025-02,5,99
Madhya Pradesh,Narsimhapur,2025-03,7,128
Madhya Pradesh,Narsimhapur,2025-04,8,147
Madhya Pradesh,Narsimhapur,2025-05,6,31
Madhya Pradesh,Narsimhapur,2025-06,15,109
Madhya Pradesh,Narsimhapur,2025-07,3,51
Madhya Pradesh,Narsimhapur,2025-08,11,92
Madhya Pradesh,Narsimhapur,2025-09,8,84
Madhya Pradesh,Narsimhapur,2025-10,11,155
Madhya Pradesh,Narsimhapur,2025-11,13,154
Madhya Pradesh,Narsimhapur,2025-12,14,165
Madhya Pradesh,Narsinghpur,2025-01,1518,8423
Madhya Pradesh,Narsinghpur,2025-02,48,284
Madhya Pradesh,Narsinghpur,2025-03,70,338
Madhya Pradesh,Narsinghpur,2025-04,70,384
Madhya Pradesh,Narsinghpur,2025-05,44,202
Madhya Pradesh,Narsinghpur,2025-06,71,343
Madhya Pradesh,Narsinghpur,2025-07,48,216
Madhya Pradesh,Narsinghpur,2025-08,79,412
Madhya Pradesh,Narsinghpur,2025-09,64,328
Madhya Pradesh,Narsinghpur,2025-10,78,424
Madhya Pradesh,Narsinghpur,2025-11,64,462
Madhya Pradesh,Narsinghpur,2025-12,87,484
Madhya Pradesh,Neemuch,2025-01,2497,15505
Madhya Pradesh,Neemuch,2025-02,47,347
Madhya Pradesh,Neemuch,2025-03,66,350
Madhya Pradesh,Neemuch,2025-04,61,518
Madhya Pradesh,Neemuch,2025-05,24,178
Madhya Pradesh,Neemuch,2025-06,102,413
Madhya Pradesh,Neemuch,2025-07,48,242
Madhya Pradesh,Neemuch,2025-08,110,559
Madhya Pradesh,Neemuch,2025-09,78,397
Madhya Pradesh,Neemuch,2025-10,109,540
Madhya Pradesh,Neemuch,2025-11,77,405
Madhya Pradesh,Neemuch,2025-12,106,528
Madhya Pradesh,Niwari,2025-01,61,379
Madhya Pradesh,Niwari,2025-02,1,22
Madhya Pradesh,Niwari,2025-03,2,41
Madhya Pradesh,Niwari,2025-04,1,45
Madhya Pradesh,Niwari,2025-05,1,17
Madhya Pradesh,Niwari,2025-06,3,43
Madhya Pradesh,Niwari,2025-07,1,38
Madhya Pradesh,Niwari,2025-08,9,51
Madhya Pradesh,Niwari,2025-09,1,26
Madhya Pradesh,Niwari,2025-10,4,41
Madhya Pradesh,Niwari,2025-11,6,45
Madhya Pradesh,Niwari,2025-12,1,49
Madhya Pradesh,Pandhurna,2025-01,1,11
Madhya Pradesh,Pandhurna,2025-02,0,15
Madhya Pradesh,Pandhurna,2025-03,1,29
Madhya Pradesh,Pandhurna,2025-04,1,18
Madhya Pradesh,Pandhurna,2025-05,3,11
Madhya Pradesh,Pandhurna,2025-06,1,22
Madhya Pradesh,Pandhurna,2025-07,2,22
Madhya Pradesh,Pandhurna,2025-08,1,23
Madhya Pradesh,Pandhurna,2025-09,3,28
Madhya Pradesh,Pandhurna,2025-10,4,31
Madhya Pradesh,Pandhurna,2025-11,2,30
Madhya Pradesh,Pandhurna,2025-12,3,41
Madhya Pradesh,Panna,2025-01,1594,14916
Madhya Pradesh,Panna,2025-02,78,610
Madhya Pradesh,Panna,2025-03,138,766
Madhya Pradesh,Panna,2025-04,109,672
Madhya Pradesh,Panna,2025-05,41,276
Madhya Pradesh,Panna,2025-06,95,515
Madhya Pradesh,Panna,2025-07,79,334
Madhya Pradesh,Panna,2025-08,111,753
Madhya Pradesh,Panna,2025-09,81,488
Madhya Pradesh,Panna,2025-10,91,725
Madhya Pradesh,Panna,2025-11,95,649
Madhya Pradesh,Panna,2025-12,105,671
Madhya Pradesh,Raisen,2025-01,2258,12072
Madhya Pradesh,Raisen,2025-02,92,551
Madhya Pradesh,Raisen,2025-03,119,609
Madhya Pradesh,Raisen,2025-04,114,746
Madhya Pradesh,Raisen,2025-05,34,233
Madhya Pradesh,Raisen,2025-06,103,480
Madhya Pradesh,Raisen,2025-07,58,348
Madhya Pradesh,Raisen,2025-08,123,724
Madhya Pradesh,Raisen,2025-09,84,419
Madhya Pradesh,Raisen,2025-10,138,790
Madhya Pradesh,Raisen,2025-11,122,775
Madhya Pradesh,Raisen,2025-12,129,813
Madhya Pradesh,Rajgarh,2025-01,3181,13825
Madhya Pradesh,Rajgarh,2025-02,90,356
Madhya Pradesh,Rajgarh,2025-03,152,604
Madhya Pradesh,Rajgarh,2025-04,121,592
Madhya Pradesh,Rajgarh,2025-05,61,349
Madhya Pradesh,Rajgarh,2025-06,110,479
Madhya Pradesh,Rajgarh,2025-07,79,336
Madhya Pradesh,Rajgarh,2025-08,114,532
Madhya Pradesh,Rajgarh,2025-09,121,438
Madhya Pradesh,Rajgarh,2025-10,120,597
Madhya Pradesh,Rajgarh,2025-11,141,585
Madhya Pradesh,Rajgarh,2025-12,167,693
Madhya Pradesh,Ratlam,2025-01,5009,30274
Madhya Pradesh,Ratlam,2025-02,61,431
Madhya Pradesh,Ratlam,2025-03,135,786
Madhya Pradesh,Ratlam,2025-04,88,689
Madhya Pradesh,Ratlam,2025-05,47,307
Madhya Pradesh,Ratlam,2025-06,130,755
Madhya Pradesh,Ratlam,2025-07,54,317
Madhya Pradesh,Ratlam,2025-08,138,859
Madhya Pradesh,Ratlam,2025-09,115,652
Madhya Pradesh,Ratlam,2025-10,130,856
Madhya Pradesh,Ratlam,2025-11,97,835
Madhya Pradesh,Ratlam,2025-12,117,950
Madhya Pradesh,Rewa,2025-01,2879,23041
Madhya Pradesh,Rewa,2025-02,112,959
Madhya Pradesh,Rewa,2025-03,261,1470
Madhya Pradesh,Rewa,2025-04,220,1440
Madhya Pradesh,Rewa,2025-05,113,636
Madhya Pradesh,Rewa,2025-06,220,1306
Madhya Pradesh,Rewa,2025-07,156,908
Madhya Pradesh,Rewa,2025-08,204,1667
Madhya Pradesh,Rewa,2025-09,187,1169
Madhya Pradesh,Rewa,2025-10,221,1469
Madhya Pradesh,Rewa,2025-11,241,1589
Madhya Pradesh,Rewa,2025-12,232,1754
Madhya Pradesh,Sagar,2025-01,3540,28620
Madhya Pradesh,Sagar,2025-02,124,1120
Madhya Pradesh,Sagar,2025-03,149,1038
Madhya Pradesh,Sagar,2025-04,149,1225
Madhya Pradesh,Sagar,2025-05,71,547
Madhya Pradesh,Sagar,2025-06,164,967
Madhya Pradesh,Sagar,2025-07,99,635
Madhya Pradesh,Sagar,2025-08,187,1324
Madhya Pradesh,Sagar,2025-09,145,964
Madhya Pradesh,Sagar,2025-10,171,1297
Madhya Pradesh,Sagar,2025-11,174,1316
Madhya Pradesh,Sagar,2025-12,168,1336
Madhya Pradesh,Satna,2025-01,4995,28914
Madhya Pradesh,Satna,2025-02,138,987
Madhya Pradesh,Satna,2025-03,193,1234
Madhya Pradesh,Satna,2025-04,190,1292
Madhya Pradesh,Satna,2025-05,92,571
Madhya Pradesh,Satna,2025-06,205,1285
Madhya Pradesh,Satna,2025-07,114,730
Madhya Pradesh,Satna,2025-08,166,1503
Madhya Pradesh,Satna,2025-09,144,1146
Madhya Pradesh,Satna,2025-10,154,1330
Madhya Pradesh,Satna,2025-11,149,1480
Madhya Pradesh,Satna,2025-12,200,1416
Madhya Pradesh,Sehore,2025-01,2002,9145
Madhya Pradesh,Sehore,2025-02,40,243
Madhya Pradesh,Sehore,2025-03,81,413
Madhya Pradesh,Sehore,2025-04,60,372
Madhya Pradesh,Sehore,2025-05,32,177
Madhya Pradesh,Sehore,2025-06,75,295
Madhya Pradesh,Sehore,2025-07,41,235
Madhya Pradesh,Sehore,2025-08,68,375
Madhya Pradesh,Sehore,2025-09,37,279
Madhya Pradesh,Sehore,2025-10,62,393
Madhya Pradesh,Sehore,2025-11,40,420
Madhya Pradesh,Sehore,2025-12,75,438
Madhya Pradesh,Seoni,2025-01,4478,25732
Madhya Pradesh,Seoni,2025-02,72,665
Madhya Pradesh,Seoni,2025-03,126,809
Madhya Pradesh,Seoni,2025-04,128,762
Madhya Pradesh,Seoni,2025-05,77,404
Madhya Pradesh,Seoni,2025-06,105,694
Madhya Pradesh,Seoni,2025-07,77,448
Madhya Pradesh,Seoni,2025-08,134,905
Madhya Pradesh,Seoni,2025-09,62,493
Madhya Pradesh,Seoni,2025-10,135,960
Madhya Pradesh,Seoni,2025-11,123,932
Madhya Pradesh,Seoni,2025-12,111,920
Madhya Pradesh,Shahdol,2025-01,2922,18262
Madhya Pradesh,Shahdol,2025-02,65,536
Madhya Pradesh,Shahdol,2025-03,111,785
Madhya Pradesh,Shahdol,2025-04,86,645
Madhya Pradesh,Shahdol,2025-05,41,276
Madhya Pradesh,Shahdol,2025-06,91,605
Madhya Pradesh,Shahdol,2025-07,49,364
Madhya Pradesh,Shahdol,2025-08,84,712
Madhya Pradesh,Shahdol,2025-09,81,631
Madhya Pradesh,Shahdol,2025-10,92,677
Madhya Pradesh,Shahdol,2025-11,71,693
Madhya Pradesh,Shahdol,2025-12,68,775
Madhya Pradesh,Shajapur,2025-01,1320,7858
Madhya Pradesh,Shajapur,2025-02,59,403
Madhya Pradesh,Shajapur,2025-03,86,599
Madhya Pradesh,Shajapur,2025-04,85,569
Madhya Pradesh,Shajapur,2025-05,33,190
Madhya Pradesh,Shajapur,2025-06,94,477
Madhya Pradesh,Shajapur,2025-07,54,301
Madhya Pradesh,Shajapur,2025-08,119,572
Madhya Pradesh,Shajapur,2025-09,66,438
Madhya Pradesh,Shajapur,2025-10,73,533
Madhya Pradesh,Shajapur,2025-11,83,541
Madhya Pradesh,Shajapur,2025-12,105,655
Madhya Pradesh,Sheopur,2025-01,2128,13552
Madhya Pradesh,Sheopur,2025-02,28,257
Madhya Pradesh,Sheopur,2025-03,50,326
Madhya Pradesh,Sheopur,2025-04,59,484
Madhya Pradesh,Sheopur,2025-05,28,203
Madhya Pradesh,Sheopur,2025-06,56,340
Madhya Pradesh,Sheopur,2025-07,45,289
Madhya Pradesh,Sheopur,2025-08,96,516
Madhya Pradesh,Sheopur,2025-09,66,381
Madhya Pradesh,Sheopur,2025-10,79,591
Madhya Pradesh,Sheopur,2025-11,82,548
Madhya Pradesh,Sheopur,2025-12,64,629
Madhya Pradesh,Shivpuri,2025-01,2523,19776
Madhya Pradesh,Shivpuri,2025-02,64,627
Madhya Pradesh,Shivpuri,2025-03,126,1003
Madhya Pradesh,Shivpuri,2025-04,153,1215
Madhya Pradesh,Shivpuri,2025-05,49,437
Madhya Pradesh,Shivpuri,2025-06,100,799
Madhya Pradesh,Shivpuri,2025-07,70,571
Madhya Pradesh,Shivpuri,2025-08,158,1226
Madhya Pradesh,Shivpuri,2025-09,112,962
Madhya Pradesh,Shivpuri,2025-10,117,1053
Madhya Pradesh,Shivpuri,2025-11,173,1276
Madhya Pradesh,Shivpuri,2025-12,144,1314
Madhya Pradesh,Sidhi,2025-01,2022,15106
Madhya Pradesh,Sidhi,2025-02,76,797
Madhya Pradesh,Sidhi,2025-03,110,700
Madhya Pradesh,Sidhi,2025-04,115,881
Madhya Pradesh,Sidhi,2025-05,46,397
Madhya Pradesh,Sidhi,2025-06,117,888
Madhya Pradesh,Sidhi,2025-07,57,406
Madhya Pradesh,Sidhi,2025-08,131,1102
Madhya Pradesh,Sidhi,2025-09,68,616
Madhya Pradesh,Sidhi,2025-10,103,1036
Madhya Pradesh,Sidhi,2025-11,106,934
Madhya Pradesh,Sidhi,2025-12,102,1027
Madhya Pradesh,Singrauli,2025-01,3333,17272
Madhya Pradesh,Singrauli,2025-02,67,465
Madhya Pradesh,Singrauli,2025-03,170,912
Madhya Pradesh,Singrauli,2025-04,114,860
Madhya Pradesh,Singrauli,2025-05,90,502
Madhya Pradesh,Singrauli,2025-06,117,682
Madhya Pradesh,Singrauli,2025-07,92,482
Madhya Pradesh,Singrauli,2025-08,150,890
Madhya Pradesh,Singrauli,2025-09,98,542
Madhya Pradesh,Singrauli,2025-10,112,793
Madhya Pradesh,Singrauli,2025-11,143,869
Madhya Pradesh,Singrauli,2025-12,154,1009
Madhya Pradesh,Tikamgarh,2025-01,3026,15089
Madhya Pradesh,Tikamgarh,2025-02,127,655
Madhya Pradesh,Tikamgarh,2025-03,167,890
Madhya Pradesh,Tikamgarh,2025-04,140,923
Madhya Pradesh,Tikamgarh,2025-05,67,398
Madhya Pradesh,Tikamgarh,2025-06,121,699
Madhya Pradesh,Tikamgarh,2025-07,70,425
Madhya Pradesh,Tikamgarh,2025-08,137,941
Madhya Pradesh,Tikamgarh,2025-09,99,576
Madhya Pradesh,Tikamgarh,2025-10,135,838
Madhya Pradesh,Tikamgarh,2025-11,162,851
Madhya Pradesh,Tikamgarh,2025-12,123,893
Madhya Pradesh,Ujjain,2025-01,3968,24161
Madhya Pradesh,Ujjain,2025-02,112,749
Madhya Pradesh,Ujjain,2025-03,177,1056
Madhya Pradesh,Ujjain,2025-04,145,1151
Madhya Pradesh,Ujjain,2025-05,74,451
Madhya Pradesh,Ujjain,2025-06,118,807
Madhya Pradesh,Ujjain,2025-07,96,480
Madhya Pradesh,Ujjain,2025-08,174,1126
Madhya Pradesh,Ujjain,2025-09,139,781
Madhya Pradesh,Ujjain,2025-10,168,1203
Madhya Pradesh,Ujjain,2025-11,152,1225
Madhya Pradesh,Ujjain,2025-12,177,1353
Madhya Pradesh,Umaria,2025-01,1734,11280
Madhya Pradesh,Umaria,2025-02,18,206
Madhya Pradesh,Umaria,2025-03,63,420
Madhya Pradesh,Umaria,2025-04,38,360
Madhya Pradesh,Umaria,2025-05,22,97
Madhya Pradesh,Umaria,2025-06,55,345
Madhya Pradesh,Umaria,2025-07,19,172
Madhya Pradesh,Umaria,2025-08,37,343
Madhya Pradesh,Umaria,2025-09,47,363
Madhya Pradesh,Umaria,2025-10,48,472
Madhya Pradesh,Umaria,2025-11,64,478
Madhya Pradesh,Umaria,2025-12,52,427
Madhya Pradesh,Vidisha,2025-01,4086,16304
Madhya Pradesh,Vidisha,2025-02,115,524
Madhya Pradesh,Vidisha,2025-03,133,729
Madhya Pradesh,Vidisha,2025-04,162,734
Madhya Pradesh,Vidisha,2025-05,59,321
Madhya Pradesh,Vidisha,2025-06,110,463
Madhya Pradesh,Vidisha,2025-07,51,288
Madhya Pradesh,Vidisha,2025-08,135,650
Madhya Pradesh,Vidisha,2025-09,83,388
Madhya Pradesh,Vidisha,2025-10,138,600
Madhya Pradesh,Vidisha,2025-11,127,686
Madhya Pradesh,Vidisha,2025-12,134,723
Madhya Pradesh,West Nimar,2025-01,23,84
Madhya Pradesh,West Nimar,2025-02,2,27
Madhya Pradesh,West Nimar,2025-03,17,64
Madhya Pradesh,West Nimar,2025-04,3,69
Madhya Pradesh,West Nimar,2025-05,3,25
Madhya Pradesh,West Nimar,2025-06,4,62
Madhya Pradesh,West Nimar,2025-07,3,30
Madhya Pradesh,West Nimar,2025-08,8,50
Madhya Pradesh,West Nimar,2025-09,4,44
Madhya Pradesh,West Nimar,2025-10,7,64
Madhya Pradesh,West Nimar,2025-11,9,78
Madhya Pradesh,West Nimar,2025-12,6,64
Maharashtra,Ahilyanagar,2025-06,0,1
Maharashtra,Ahilyanagar,2025-07,1,15
Maharashtra,Ahilyanagar,2025-08,0,17
Maharashtra,Ahilyanagar,2025-09,1,30
Maharashtra,Ahilyanagar,2025-10,2,22
Maharashtra,Ahilyanagar,2025-11,3,81
Maharashtra,Ahilyanagar,2025-12,9,94
Maharashtra,Ahmadnagar,2025-01,1000,22514
Maharashtra,Ahmadnagar,2025-02,184,2432
Maharashtra,Ahmadnagar,2025-03,272,6020
Maharashtra,Ahmadnagar,2025-04,294,8340
Maharashtra,Ahmadnagar,2025-05,113,2182
Maharashtra,Ahmadnagar,2025-06,257,6526
Maharashtra,Ahmadnagar,2025-07,153,6443
Maharashtra,Ahmadnagar,2025-08,315,6917
Maharashtra,Ahmadnagar,2025-09,140,2218
Maharashtra,Ahmadnagar,2025-10,218,6890
Maharashtra,Ahmadnagar,2025-11,259,6307
Maharashtra,Ahmadnagar,2025-12,288,9186
Maharashtra,Ahmed Nagar,2025-01,2,127
Maharashtra,Ahmed Nagar,2025-02,4,71
Maharashtra,Ahmed Nagar,2025-03,3,166
Maharashtra,Ahmed Nagar,2025-04,4,232
Maharashtra,Ahmed Nagar,2025-05,1,39
Maharashtra,Ahmed Nagar,2025-06,2,203
Maharashtra,Ahmed Nagar,2025-07,4,221
Maharashtra,Ahmed Nagar,2025-08,5,222
Maharashtra,Ahmed Nagar,2025-09,1,53
Maharashtra,Ahmed Nagar,2025-10,3,228
Maharashtra,Ahmed Nagar,2025-11,6,162
Maharashtra,Ahmed Nagar,2025-12,2,272
Maharashtra,Akola,2025-01,605,9302
Maharashtra,Akola,2025-02,45,713
Maharashtra,Akola,2025-03,92,1474
Maharashtra,Akola,2025-04,98,1986
Maharashtra,Akola,2025-05,23,272
Maharashtra,Akola,2025-06,68,1533
Maharashtra,Akola,2025-07,36,1651
Maharashtra,Akola,2025-08,90,1732
Maharashtra,Akola,2025-09,46,499
Maharashtra,Akola,2025-10,61,2308
Maharashtra,Akola,2025-11,87,1721
Maharashtra,Akola,2025-12,80,2798
Maharashtra,Amravati,2025-01,1345,13134
Maharashtra,Amravati,2025-02,64,1306
Maharashtra,Amravati,2025-03,144,2572
Maharashtra,Amravati,2025-04,162,3717
Maharashtra,Amravati,2025-05,65,897
Maharashtra,Amravati,2025-06,153,2197
Maharashtra,Amravati,2025-07,97,2056
Maharashtra,Amravati,2025-08,145,2431
Maharashtra,Amravati,2025-09,99,864
Maharashtra,Amravati,2025-10,146,2560
Maharashtra,Amravati,2025-11,148,2420
Maharashtra,Amravati,2025-12,184,2887
Maharashtra,Aurangabad,2025-01,2014,22871
Maharashtra,Aurangabad,2025-02,114,1688
Maharashtra,Aurangabad,2025-03,203,3492
